Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,会社の満足度,職務満足度,会社の将来像への期待,顧客視点意識,貢献意欲,勤続意思,効果的チーム,理念・ビジョンの認知,理念・ビジョンの理解,公平な評価,活躍のチャンス,内容が変化に富んでいるか,技能多様性,タスク完結性,タスク重要性,自由・決定権があるか（自律性）,フィードバックはあるか,賃金の納得性,福利厚生の充実,ハラスメント,不平不満,社会的手抜き,安全管理,衛生管理,５Ｓ,労務管理,その他気になる箇所,知識付与（自身が受ける側）,部下育成知識（自身が教える側）,部下育成ツール（自身が教える側）,店長のリーダーシップ（指示型）,店長のリーダーシップ（支援・参加型）,店長のリーダーシップ（課題達成志向型）,店長の承認行動,店長の育成マインド,意見具申,上司の承認行動,上司の育成マインド,上司への意見具申,同僚との関係（フォロー）,同僚との関係（指摘）,同僚との関係（仕事以外）,同僚（他店店長）との関係,同僚（他店店長）との関係（指摘）,同僚（他店店長）との関係（仕事以外）,従業員のタイプ,権限委譲,公式化の度合い,傾聴スキル,役割の明確化,十分な資源,効果的なリーダーシップ,信頼関係のある環境,業績評価と報酬システム,メンバーの能力,パーソナリティ,役割の割り当て,多様性,チームの規模,メンバーの柔軟性,メンバーの嗜好,共通の目的,具体的な目標,チームの自信感,コンフリクトの程度
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,社員,200115,,2014,1976-02-26,R200115,0,0,0,1,,,,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,2,3,1,5,5,3,5,4,5,2,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,2,4,3,5,5,5,5,5,4,5,5,4,4,4,1,5,5,4,5,5,5,5,3
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,社員,200116,,2019,1997-11-13,R200116,14,0,0,1,,,,2,3,4,4,4,5,4,3,4,2,4,3,3,4,5,4,2,3,1,5,2,3,2,1,2,5,2,3,4,3,1,1,1,4,4,3,4,4,3,4,3,3,4,2,4,5,3,3,2,4,1,4,4,3,5,5,5,4,3,1,4,4,4,4,4
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,パート,200117,,2020,1987-08-09,R200117,9,0,0,1,,,,5,5,5,5,5,3,5,5,5,4,4,5,5,5,5,4,1,1,4,4,4,4,5,3,5,2,4,4,1,3,1,5,3,5,5,5,5,5,5,5,5,5,2,4,2,4,4,5,5,5,1,5,5,5,4,1,2,2,2,2,3,5,5,5,2
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,アルバイト,200118,,2007,1982-08-25,R200118,3,0,0,1,,,,5,5,5,5,5,3,5,5,5,5,5,3,3,5,5,5,2,1,5,5,5,1,5,1,5,4,5,5,1,2,4,3,3,5,5,5,5,5,5,5,5,5,1,5,2,1,5,5,1,5,3,5,5,3,4,2,1,1,4,1,4,5,5,5,4
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,社員,200119,,2024,1990-01-10,R200119,5,0,0,1,,,,5,5,5,5,5,1,4,5,5,3,4,5,5,2,5,3,3,4,4,5,5,4,5,2,4,1,5,5,3,3,4,3,1,5,5,5,5,5,5,5,5,5,2,4,1,5,5,5,5,5,1,5,5,1,2,4,5,4,4,3,5,5,5,5,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,パート,200120,,2010,1975-03-14,R200120,24,0,0,1,,,,5,5,5,5,5,1,5,5,5,5,5,4,5,5,5,5,3,5,2,5,5,5,5,3,4,1,4,5,1,5,3,1,5,5,5,5,5,5,5,5,5,5,4,1,4,5,5,5,2,5,1,5,5,4,5,3,4,5,2,2,2,5,5,5,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,パート,200121,,2025,1979-03-03,R200121,9,0,0,1,,,,2,2,2,2,3,3,2,3,3,2,2,2,2,3,4,3,4,2,5,3,2,4,1,2,2,4,1,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,5,1,3,1,3,3,1,3,2,2,2,4,2,5,5,1,3,1,4,2,2,2,5
Feb-26,H01,外食事業本部,D03,店舗運営3部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,パート･アルバイト,社員,200122,,2009,1996-01-21,R200122,5,0,0,1,,,,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,1,3,2,3,5,3,3,2,2,4,4,5,3,3,3,3,3,3,3,3,3,5,4,5,3,3,3,3,3,4,3,3,4,3,2,2,5,5,3,1,3,3,3,1
Feb-26,H01,外食事業本部,D01,店舗運営1部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,パート,200123,,2005,1984-01-13,R200123,13,0,0,1,,,,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,2,4,1,5,5,2,5,1,5,2,5,5,5,3,5,1,3,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,2,5,4,2,3,3,3,5,5,5,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,パート,200124,,2011,1993-10-03,R200124,15,0,0,1,,,,3,4,4,4,4,4,4,4,5,5,4,4,5,5,4,4,5,2,5,2,3,3,4,3,3,3,4,5,1,4,2,4,5,4,4,5,4,4,5,5,4,3,2,3,4,4,4,5,5,3,4,4,5,2,5,2,4,4,5,5,5,3,3,4,5
Feb-26,H01,外食事業本部,D03,店舗運営3部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,パート,200125,,2008,1970-06-02,R200125,21,0,0,1,,,,3,3,2,3,3,4,3,2,2,3,2,3,3,3,3,3,1,5,3,3,2,2,3,3,3,5,3,3,2,5,2,1,3,3,3,3,3,3,3,3,3,3,4,2,5,3,3,3,1,3,5,3,3,5,1,4,3,2,5,1,4,3,3,3,1
Feb-26,H01,外食事業本部,D01,店舗運営1部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,パート,200126,,2011,1997-09-08,R200126,23,0,0,1,,,,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,2,4,2,5,5,1,3,4,3,1,3,3,2,5,4,3,4,3,3,3,3,3,3,3,3,3,2,4,5,3,3,3,5,3,5,3,3,3,5,4,1,4,2,5,1,3,3,3,1
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,パート,200127,,2017,1994-11-22,R200127,5,0,0,1,,,,4,4,3,4,5,1,4,4,4,4,3,3,4,5,3,5,5,2,3,5,2,5,5,1,4,1,4,4,4,2,3,5,5,5,3,5,5,3,5,5,5,2,5,3,2,3,5,5,5,3,1,5,3,5,1,4,5,4,3,2,2,3,4,3,1
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,アルバイト,200128,,2018,1997-01-09,R200128,18,0,0,1,,,,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,5,3,1,3,3,3,3,4,5,5,4,5,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,4,3,5,3,3,3,1,5,4,3,1,3,2,3,3,3,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,社員,200129,,2024,1993-07-27,R200129,14,0,0,1,,,,3,3,3,3,4,5,2,2,2,3,2,4,3,4,3,3,4,3,5,3,3,5,3,3,2,1,2,4,5,5,4,4,5,3,4,4,3,4,4,3,3,3,4,5,3,2,4,3,4,4,4,2,3,3,3,1,2,2,5,2,4,3,3,3,1
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,社員,200130,,2025,1971-12-12,R200130,21,0,0,1,,,,3,3,3,4,4,1,3,2,3,2,2,1,3,5,4,5,2,3,4,4,3,2,3,2,2,2,1,2,4,5,5,4,4,4,4,4,4,4,4,4,3,5,3,3,5,4,5,3,1,4,5,2,3,2,5,3,1,3,1,4,5,2,2,2,5
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,パート,200131,,2014,1990-11-27,R200131,5,0,0,1,,,,5,5,5,5,5,2,5,5,5,5,4,3,5,4,5,4,4,5,5,5,5,1,5,5,4,1,5,5,4,5,4,4,3,4,5,5,4,5,5,5,5,5,2,5,1,4,3,3,4,4,4,3,5,4,3,3,4,3,4,2,5,5,5,5,4
Feb-26,H01,外食事業本部,D01,店舗運営1部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,アルバイト,200132,,2023,1994-07-10,R200132,5,0,0,1,,,,4,3,3,3,3,5,3,3,3,4,4,3,4,3,4,5,5,2,4,3,3,5,4,1,3,1,2,3,1,3,5,1,1,4,3,3,4,3,3,3,4,5,2,2,4,4,3,4,5,3,1,3,5,2,4,1,4,2,5,2,1,4,4,4,2
Feb-26,H01,外食事業本部,D02,店舗運営2部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,社員,200133,,2013,1985-10-12,R200133,20,0,0,1,,,,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,5,1,5,3,3,1,3,4,3,4,3,3,5,1,2,3,1,3,3,3,3,3,3,3,3,3,5,3,2,3,3,3,3,3,5,3,3,5,4,4,3,3,2,4,4,3,3,3,1
Feb-26,H01,外食事業本部,D03,店舗運営3部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,社員,200134,,2025,1994-12-21,R200134,4,0,0,1,,,,4,4,4,5,5,1,4,4,4,5,5,4,5,5,5,5,2,3,5,5,4,2,4,3,4,3,4,3,1,3,1,1,4,4,4,4,4,4,4,4,5,4,3,5,3,5,5,4,1,4,1,4,4,5,3,5,2,3,4,5,5,5,5,4,4
Feb-26,H01,外食事業本部,D01,店舗運営1部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,アルバイト,200135,,2015,2001-10-23,R200135,2,0,0,1,,,,3,3,4,3,3,2,3,3,3,4,2,2,2,5,2,4,3,5,5,3,3,2,3,4,3,3,3,3,3,3,1,2,3,3,3,5,3,3,5,3,4,3,4,3,1,3,3,2,3,3,4,2,3,5,1,1,3,4,4,5,3,2,3,3,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,アルバイト,200136,,2024,1998-01-03,R200136,12,0,0,1,,,,3,3,2,2,4,5,2,2,1,5,3,2,5,5,4,4,2,3,1,3,2,4,3,1,4,1,4,5,2,2,5,5,1,5,5,5,5,5,5,4,4,4,2,2,2,3,4,3,5,4,4,2,3,2,1,1,5,3,5,3,3,3,2,2,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,社員,200137,,2021,2000-08-04,R200137,11,0,0,1,,,,5,5,4,5,5,1,5,5,5,5,5,5,5,5,5,5,2,5,4,4,3,3,5,5,4,5,3,5,2,1,4,1,3,5,5,5,5,5,5,5,5,5,4,4,1,5,5,5,4,5,3,5,5,1,1,3,4,2,1,5,4,5,5,5,4
Feb-26,H01,外食事業本部,D01,店舗運営1部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,パート,200138,,2014,1997-01-05,R200138,19,0,0,1,,,,4,5,4,4,5,3,4,5,4,4,4,4,5,5,4,4,4,3,5,4,4,5,5,2,5,2,5,4,4,2,1,5,2,5,5,4,5,5,4,4,4,2,4,4,3,3,4,4,2,5,5,4,4,1,1,5,2,2,2,2,2,4,5,5,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,パート,200139,,2023,1998-09-02,R200139,14,0,0,1,,,,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4,1,4,3,3,4,3,2,3,1,3,3,2,2,3,4,4,3,3,3,3,3,3,3,3,3,4,2,5,3,3,3,1,3,4,3,3,1,3,5,3,1,2,1,4,3,3,3,5
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,アルバイト,200140,,2013,1975-10-26,R200140,7,0,0,1,,,,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,5,2,5,2,5,5,4,3,2,4,2,5,5,5,5,5,5,5,5,5,3,2,1,5,5,5,2,5,3,5,5,1,1,1,5,3,1,2,3,5,5,5,5
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,アルバイト,200141,,2022,1994-03-13,R200141,15,0,0,1,,,,2,3,4,4,4,3,2,3,2,3,2,2,4,4,3,3,5,4,3,4,2,4,4,3,4,2,4,5,4,4,4,3,5,5,4,5,5,4,5,4,4,5,1,2,4,4,4,4,3,5,1,2,4,1,1,5,1,4,1,5,2,2,4,3,4
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,パート･アルバイト,パート,200142,,2016,1988-01-09,R200142,15,0,0,1,,,,3,3,3,4,3,4,3,3,3,3,3,2,3,5,3,4,4,5,1,3,2,2,4,3,2,5,2,4,2,2,4,5,2,3,3,4,3,3,4,5,5,5,1,3,3,4,4,3,5,3,1,3,4,2,1,2,4,3,2,5,2,3,4,3,3
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,社員,200143,,2009,1974-09-03,R200143,9,0,0,1,,,,3,3,3,3,3,5,3,2,2,3,3,3,3,3,3,3,1,2,5,3,3,5,3,2,3,5,3,3,5,4,1,5,1,3,3,3,3,3,3,3,3,3,2,1,5,3,3,3,4,3,4,3,3,1,1,3,3,4,1,4,2,3,3,3,1
Feb-26,H01,外食事業本部,D01,店舗運営1部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,パート,200144,,2014,1976-11-15,R200144,12,0,0,1,,,,4,4,4,5,4,3,4,5,5,5,4,4,5,5,4,5,5,1,1,5,4,3,3,1,5,1,3,5,4,3,1,2,5,5,5,5,5,5,5,5,4,5,4,3,5,4,5,4,1,5,4,4,4,4,5,3,2,3,3,2,2,4,5,5,4
Feb-26,H01,外食事業本部,D02,店舗運営2部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,社員,200145,,2007,1977-11-12,R200145,12,0,0,1,,,,2,2,2,3,2,2,2,1,2,1,2,1,2,4,2,4,4,1,5,2,1,2,1,5,2,2,2,4,3,1,4,2,5,2,2,5,2,2,5,4,3,5,3,2,4,4,3,3,3,3,2,2,2,5,3,4,3,1,4,5,5,2,2,2,3
Feb-26,H01,外食事業本部,D03,店舗運営3部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,パート,200146,,2015,1998-07-13,R200146,17,0,0,1,,,,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,2,5,4,5,1,5,5,5,3,4,2,2,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,1,3,3,4,4,3,1,1,5,5,5,2
Feb-26,H01,外食事業本部,D01,店舗運営1部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,アルバイト,200147,,2010,1977-02-05,R200147,23,0,0,1,,,,4,5,4,4,4,5,4,4,4,4,4,4,3,4,3,4,4,1,3,4,4,5,4,1,4,2,4,4,3,3,4,2,1,4,5,4,4,5,4,5,5,4,4,5,1,5,4,4,1,4,4,5,4,3,2,1,4,2,5,3,3,4,3,4,5
Feb-26,H01,外食事業本部,D02,店舗運営2部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,アルバイト,200148,,2013,2001-10-01,R200148,5,0,0,1,,,,5,5,5,5,5,1,5,4,5,5,5,5,5,5,5,5,3,4,5,5,5,3,5,3,5,2,5,5,5,3,2,4,1,5,5,5,5,5,5,5,5,5,3,3,2,5,5,5,5,5,3,5,5,5,4,3,1,5,4,4,4,5,5,5,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,アルバイト,200149,,2021,1984-06-06,R200149,8,0,0,1,,,,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,2,5,5,5,4,2,2,2,5,5,5,5,5,5,5,5,5,2,4,3,5,5,5,1,5,4,5,5,3,5,4,5,4,4,1,4,5,5,5,5
Feb-26,H01,外食事業本部,D01,店舗運営1部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,パート,200150,,2013,2005-06-28,R200150,20,0,0,1,,,,4,5,3,4,5,1,4,3,3,5,3,3,4,3,4,3,4,2,3,5,5,3,4,2,4,1,4,4,1,4,2,3,2,5,5,5,5,5,5,4,4,4,4,4,1,4,4,4,1,4,2,3,5,2,1,4,3,3,4,5,2,4,4,4,2
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,アルバイト,200151,,2010,2001-08-28,R200151,12,0,0,1,,,,3,5,5,5,4,4,5,5,5,4,5,4,2,5,5,5,5,1,4,5,2,4,3,1,3,2,5,4,2,2,5,3,5,4,5,5,4,5,5,5,5,5,4,1,3,5,5,5,5,5,1,5,5,2,5,5,5,2,2,3,5,5,5,5,5
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,社員,200152,,2015,1988-09-10,R200152,1,0,0,1,,,,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,3,3,5,5,5,5,2,5,5,5,2,5,5,2,5,4,1,1,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,2,5,5,3,2,4,2,1,3,2,2,5,5,5,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,アルバイト,200153,,2007,1981-06-20,R200153,25,0,0,1,,,,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,1,1,3,3,4,3,4,3,5,3,3,2,1,5,4,4,3,3,3,3,3,3,3,3,3,2,4,1,1,3,3,1,3,2,2,3,5,4,3,5,5,1,1,2,3,3,3,1
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,アルバイト,200154,,2016,1994-07-04,R200154,25,0,0,1,,,,5,5,5,5,4,5,5,5,5,4,4,4,5,5,5,5,2,1,1,4,4,2,4,2,4,1,4,5,3,4,5,5,5,4,5,2,4,5,2,5,5,2,1,2,5,1,5,5,4,5,5,4,4,2,5,2,4,2,1,4,5,5,5,5,4
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,パート,200155,,2021,1979-10-28,R200155,1,0,0,1,,,,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,5,5,4,3,3,3,3,5,3,4,3,3,5,5,5,2,4,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,5,3,4,3,3,5,1,4,1,1,4,5,3,3,3,3,5
Feb-26,H01,外食事業本部,D01,店舗運営1部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,パート,200156,,2005,1977-01-20,R200156,21,0,0,1,,,,2,3,3,3,3,5,3,3,3,3,2,2,2,3,3,3,5,2,1,3,3,2,3,4,3,1,2,3,1,2,2,2,1,3,3,3,3,3,3,3,3,3,5,4,5,3,3,3,4,3,5,3,3,2,3,5,4,1,3,1,1,3,3,3,1
Feb-26,H01,外食事業本部,D02,店舗運営2部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,アルバイト,200157,,2009,1980-05-21,R200157,0,0,0,1,,,,4,4,4,3,3,1,3,3,3,4,4,4,4,3,3,3,1,4,2,3,3,3,3,1,3,1,4,4,3,1,1,1,5,3,4,3,3,4,3,3,3,4,3,2,2,3,4,3,4,3,1,4,3,5,3,5,3,5,2,1,2,4,3,3,3
Feb-26,H01,外食事業本部,D03,店舗運営3部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,アルバイト,200158,,2007,1999-02-26,R200158,2,0,0,1,,,,5,5,5,5,5,2,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,1,5,5,3,2,1,4,2,5,5,5,5,5,5,5,5,5,5,3,2,5,5,5,2,5,5,5,5,2,3,2,3,4,2,5,4,5,5,4,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,アルバイト,200159,,2012,1971-04-02,R200159,8,0,0,1,,,,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,5,5,3,2,4,3,5,3,1,2,3,2,2,4,4,3,3,3,3,3,3,3,3,3,3,4,5,1,2,3,3,4,3,2,3,3,1,5,5,5,5,5,4,3,3,3,3,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,社員,200160,,2010,1983-12-10,R200160,4,0,0,1,,,,5,5,5,5,5,4,5,3,4,5,5,5,5,5,5,5,5,2,4,5,5,3,5,5,5,1,5,5,3,5,1,2,1,5,5,5,5,5,5,5,5,4,2,2,5,4,5,4,3,5,4,4,5,4,3,2,1,4,5,2,4,4,4,4,5
Feb-26,H01,外食事業本部,D03,店舗運営3部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,パート,200161,,2013,1999-04-24,R200161,0,0,0,1,,,,3,3,3,3,3,3,3,3,3,3,2,3,2,3,5,4,4,2,2,3,4,4,3,4,2,3,3,3,5,4,5,2,1,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,3,5,3,3,1,5,2,1,2,4,2,5,3,3,3,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,パート･アルバイト,社員,200162,,2006,1998-08-22,R200162,18,0,0,1,,,,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,1,2,5,5,2,5,2,5,1,5,5,2,2,2,4,1,5,5,5,5,5,5,5,5,5,4,2,2,5,5,5,4,5,1,5,5,4,3,3,1,1,3,4,2,5,5,5,4
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,社員,200163,,2017,1990-11-20,R200163,12,0,0,1,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,5,5,5,5,5,2,5,5,5,3,3,4,4,5,5,5,5,5,5,5,5,5,1,4,1,5,5,5,2,5,3,5,5,3,5,3,5,1,2,5,2,5,5,5,4
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,パート,200164,,2025,2000-11-09,R200164,11,0,0,1,,,,5,5,5,5,5,1,4,3,4,5,5,5,5,5,5,5,3,2,3,5,5,5,3,3,4,5,4,5,2,5,2,1,3,5,5,5,5,5,5,5,5,4,2,2,1,4,4,4,1,5,5,3,4,4,4,5,3,3,4,3,3,4,4,5,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,パート,200165,,2023,2005-03-22,R200165,18,0,0,1,,,,3,3,3,3,3,2,3,3,3,3,2,3,3,5,3,3,2,2,3,3,3,4,3,5,3,4,3,3,3,2,1,3,1,3,3,3,3,3,3,5,5,5,4,3,1,5,3,3,1,3,4,3,3,2,5,4,2,2,2,5,2,3,3,3,5
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,アルバイト,200166,,2015,1989-01-24,R200166,18,0,0,1,,,,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5,4,4,4,3,5,4,1,5,1,5,2,4,5,3,5,3,2,5,5,5,5,5,5,5,5,5,5,4,2,4,2,4,4,4,5,3,5,5,1,3,3,5,2,1,2,1,5,5,5,5
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,アルバイト,200167,,2005,1987-05-11,R200167,24,0,0,1,,,,4,5,4,3,3,4,5,5,4,5,2,5,5,5,5,3,4,3,4,5,5,2,5,1,4,2,5,5,5,3,3,2,2,5,5,5,5,5,5,4,5,5,5,2,1,2,3,3,5,4,2,2,5,4,3,5,2,3,4,3,3,5,5,5,2
